Plek,Wijk,Postcode,Plaatsnaam,Prijs,Oppervlakte,Kamers,Interieur,Link,AangebodenSinds,Beschikbaarheid,Woningtype,Bouwjaar,Parkeren,Updated,Status
Generaal de Carislaan,Generalenbuurt,5623 GL,Eindhoven,1325.0,81.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/eindhoven/1325115/generaal-de-carislaan/,15-11-2022,Per direct,Appartement,1965.0,Ja,2022-11-20,Inactive
Westduinweg,Haag Vissershaven,2583 EK,Den Haag,1335.0,50.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/den-haag/1325110/westduinweg/,15-11-2022,Per direct,Appartement,1934.0,Nee,2022-11-20,Inactive
Prinsengracht,De Weteringschans,1017 JM,Amsterdam,2550.0,120.0,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1325108/prinsengracht/,15-11-2022,Per 01-12-2022,Appartement,1910.0,Nee,2022-11-20,Inactive
Zwarteweg,Ministerpark,1412 GD,Naarden,1275.0,56.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/naarden/1325091/zwarteweg/,15-11-2022,Per direct,Appartement,,Nee,2022-11-20,Inactive
Buitendraaierij,IJplein/Vogelbuurt,1021 NN,Amsterdam,1750.0,56.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1325082/buitendraaierij/,15-11-2022,Per direct,Appartement,,Ja,2022-11-20,Inactive
Tongelresestraat,Doornakkers-West,5642 NH,Eindhoven,1150.0,32.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/eindhoven/1325079/tongelresestraat/,15-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Inactive
Marjoleinstraat,Banne Buiksloot,1034 DR,Amsterdam,1500.0,35.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1325069/marjoleinstraat/,15-11-2022,Per 08-12-2022,Appartement,,Ja,2022-11-20,Inactive
Helftheuvelweg,Bosch De Kruiskamp,5224 AS,Den Bosch,1050.0,55.0,1.0,Kaal,https://www.huurwoningen.nl/huren/den-bosch/1325011/helftheuvelweg/,15-11-2022,Per 01-12-2022,Appartement,2018.0,Nee,2022-11-20,Inactive
Waterhoefstraat,Bouwmeestersbuurt Zuid,5041 HA,Tilburg,750.0,34.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/tilburg/1325036/waterhoefstraat/,15-11-2022,Per direct,Appartement,,Nee,2022-11-20,Inactive
Burgemeester Reigerstraat,Oudwijk,3581 KW,Utrecht,975.0,49.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/utrecht/1325032/burgemeester-reigerstraat/,15-11-2022,Per 01-12-2022,Appartement,1900.0,Ja,2022-11-20,Inactive
Van Slichtenhorststraat,St. Marten,6821 CM,Arnhem,950.0,70.0,2.0,Kaal,https://www.huurwoningen.nl/huren/arnhem/1325030/van-slichtenhorststraat/,15-11-2022,Per 24-11-2022,Appartement,,Nee,2022-11-20,Inactive
Groene Weide,Groene Weide,6833 BB,Arnhem,780.0,50.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/arnhem/1325028/groene-weide/,15-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Inactive
Kraanpoort,Binnenstad,6041 EG,Roermond,820.0,50.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/roermond/1325027/kraanpoort/,15-11-2022,Per direct,Appartement,,Ja,2022-11-20,Inactive
Willemsweg,Nije Veld,6531 DM,Nijmegen,657.0,21.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/nijmegen/1325020/willemsweg/,15-11-2022,Per direct,Appartement,1905.0,Nee,2022-11-20,Inactive
Lagedijk,Oud Zaandijk,1544 BG,Zaandijk,1150.0,40.0,1.0,Gemeubileerd,https://www.huurwoningen.nl/huren/zaandijk/1325008/lagedijk/,15-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Inactive
Eerste Schinkelstraat,Schinkelbuurt,1075 TX,Amsterdam,1575.0,55.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1325007/eerste-schinkelstraat/,15-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Inactive
Paul Krugerlaan,Haag Transvaalkwartier-Noord,2571 HD,Den Haag,825.0,32.0,,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1324994/paul-krugerlaan/,15-11-2022,Per direct,Appartement,,Nee,2022-11-20,Inactive
Edisonstraat,Haag Valkenboskwartier,2561 BE,Den Haag,825.0,29.0,,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1324992/edisonstraat/,15-11-2022,Per 06-01-2023,Appartement,,Nee,2022-11-20,Inactive
Paul Krugerlaan,Haag Transvaalkwartier-Noord,2571 HE,Den Haag,825.0,40.0,,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1324991/paul-krugerlaan/,15-11-2022,Per 09-12-2022,Appartement,,Nee,2022-11-20,Inactive
Van Marumstraat,Haag Rond de Energiecentrale,2562 LS,Den Haag,685.0,32.0,,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1324990/van-marumstraat/,15-11-2022,Per 01-12-2022,Studio,,Nee,2022-11-20,Inactive
Jan van Scorelstraat,Schildersbuurt,3583 CP,Utrecht,765.0,35.0,1.0,Gemeubileerd,https://www.huurwoningen.nl/huren/utrecht/1324985/jan-van-scorelstraat/,15-11-2022,Per 01-12-2022,Appartement,1923.0,Nee,2022-11-20,Inactive
Tilburgseweg,Goirle-Centrum,5051 AB,Goirle,850.0,60.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/goirle/1324577/tilburgseweg/,15-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Tilburgseweg,Goirle-Centrum,5051 AB,Goirle,850.0,60.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/goirle/1324578/tilburgseweg/,15-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Hemonystraat,Oude Pijp,1074 BR,Amsterdam,1800.0,90.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1324979/hemonystraat/,15-11-2022,Per 01-02-2023,Appartement,,Ja,2022-11-20,Inactive
Tramsingel,Tuinzigt,4814 AD,Breda,625.0,18.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/breda/1324975/tramsingel/,15-11-2022,Per 01-12-2022,Studio,,Ja,2022-11-20,Inactive
Eckartseweg Zuid,Oude Toren,5623 PD,Eindhoven,1075.0,45.0,2.0,,https://www.huurwoningen.nl/huren/eindhoven/1324971/eckartseweg-zuid/,15-11-2022,Per direct,Appartement,1930.0,Nee,2022-11-20,Inactive
Zwarteweg,Ministerpark,1412 GD,Naarden,739.0,30.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/naarden/1324969/zwarteweg/,15-11-2022,Per direct,Appartement,,Nee,2022-11-20,Inactive
Van Kijfhoeklaan,Haag Duinzigt,2597 TA,Den Haag,2100.0,137.0,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1324947/van-kijfhoeklaan/,15-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Van de Coulsterstraat,Fatima West,5021 BL,Tilburg,1500.0,96.0,5.0,Gemeubileerd,https://www.huurwoningen.nl/huren/tilburg/1324940/van-de-coulsterstraat/,15-11-2022,Per 07-01-2023,Huis,,Ja,2022-11-20,Inactive
Steenbokstraat,Twekkelerveld,7521 XC,Enschede,525.0,10.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/enschede/1324931/steenbokstraat/,15-11-2022,Per 01-12-2022,Kamer,,Nee,2022-11-20,Inactive
Abraham Steenhagenstraat,Rumerslanden,7603 SN,Almelo,745.0,68.0,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/almelo/1324916/abraham-steenhagenstraat/,15-11-2022,Per 01-12-2022,Huis,,Nee,2022-11-20,Inactive
Jacob Cremerstraat,Graaf Ottoplein e.o.,6821 DE,Arnhem,688.0,30.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/arnhem/1324915/jacob-cremerstraat/,15-11-2022,Per direct,Kamer,,Ja,2022-11-20,Inactive
Randhoeve,Hoeven,3995 GA,Houten,1050.0,49.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/houten/1324913/randhoeve/,15-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Chassésingel,Chassé,4811 HC,Breda,1025.0,65.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/breda/1324910/chassesingel/,15-11-2022,Per 01-01-2023,Appartement,,Ja,2022-11-20,Inactive
Ruitersweg,Havenstraatbuurt,1211 KS,Hilversum,1075.0,45.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/hilversum/1324827/ruitersweg/,15-11-2022,Per direct,Appartement,,Nee,2022-11-20,Inactive
Leimuidenstraat,Hoofddorppleinbuurt,1059 EE,Amsterdam,2500.0,130.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1324906/leimuidenstraat/,15-11-2022,Per 01-12-2022,Appartement,1930.0,Ja,2022-11-20,Inactive
Saenredamstraat,Oude Pijp,1072 CA,Amsterdam,2000.0,45.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1324902/saenredamstraat/,15-11-2022,Per 01-01-2023,Appartement,,Ja,2022-11-20,Inactive
Pieter Kiesstraat,Garenkokerskwartier,2013 BJ,Haarlem,1500.0,55.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/haarlem/1324900/pieter-kiesstraat/,15-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Deventerstraatweg,Oud-Assendorp,8012 AB,Zwolle,460.0,25.0,1.0,Kaal,https://www.huurwoningen.nl/huren/zwolle/1324896/deventerstraatweg/,15-11-2022,Per 01-01-2023,Kamer,,Nee,2022-11-20,Inactive
Loosduinseweg,Haag Heesterbuurt,2571 BB,Den Haag,850.0,31.0,,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1324893/loosduinseweg/,15-11-2022,Per 02-12-2022,Appartement,,Nee,2022-11-20,Inactive
Nieuwe Ebbingestraat,Hortusbuurt-Ebbingekwartier,9712 NK,Groningen,950.0,34.0,2.0,,https://www.huurwoningen.nl/huren/groningen/1324882/nieuwe-ebbingestraat/,15-11-2022,Per direct,Appartement,1938.0,Nee,2022-11-20,Inactive
Bijlmerdreef,"Bijlmer Oost E,G,K",1103 TW,Amsterdam,1650.0,84.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1324879/bijlmerdreef/,15-11-2022,Per direct,Appartement,2005.0,Nee,2022-11-20,Inactive
Marijkestraat,Prinsessenbuurt,2202 TW,Noordwijk,1495.0,118.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/noordwijk-zh/1324867/marijkestraat/,14-11-2022,Per direct,Huis,1960.0,Nee,2022-11-20,Inactive
Nieuw-Guineastraat,Bedrijventerrein Floresstraat,8022 NP,Zwolle,1095.0,102.0,3.0,,https://www.huurwoningen.nl/huren/zwolle/1324865/nieuw-guineastraat/,14-11-2022,Per 15-12-2022,Huis,2010.0,Nee,2022-11-20,Inactive
Lage Nieuwstraat,Haag Kortenbos,2512 VZ,Den Haag,905.0,40.0,1.0,Gemeubileerd,https://www.huurwoningen.nl/huren/den-haag/1324859/lage-nieuwstraat/,14-11-2022,Per direct,Appartement,,Ja,2022-11-20,Inactive
Adelaarsweg,IJplein/Vogelbuurt,1021 BP,Amsterdam,2200.0,90.0,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1324853/adelaarsweg/,14-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Stellingmolen,Oudorperpolder-Noord,1823 GG,Alkmaar,1500.0,135.0,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/alkmaar/1324834/stellingmolen/,14-11-2022,Per 01-12-2022,Huis,1980.0,Nee,2022-11-20,Inactive
Berghofstraat,Eygelshoven-Kom,6471 EK,Eygelshoven,709.0,75.0,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/eygelshoven/1324831/berghofstraat/,14-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Inactive
Siciliëstraat,Eilandenbuurt,1339 WC,Almere,1450.0,100.0,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/almere/1324826/siciliestraat/,14-11-2022,Per 01-01-2023,Huis,2002.0,Ja,2022-11-20,Inactive
Javastraat,Haag Willemspark,2585 AV,Den Haag,1300.0,65.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/den-haag/1324823/javastraat/,14-11-2022,Per 01-12-2022,Appartement,1923.0,Nee,2022-11-20,Inactive
Streeperstraat,De Streep,6371 GN,Landgraaf,727.0,100.0,4.0,,https://www.huurwoningen.nl/huren/landgraaf/1324815/streeperstraat/,14-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Haagweg,Haagweg-Noord,2321 AH,Leiden,1600.0,85.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/leiden/1324814/haagweg/,14-11-2022,Per 13-01-2023,Appartement,1962.0,Nee,2022-11-20,Inactive
Lange Herenstraat,Stationsbuurt,2011 LH,Haarlem,1950.0,79.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/haarlem/1324805/lange-herenstraat/,14-11-2022,Per 19-12-2022,Appartement,,Ja,2022-11-20,Inactive
's-Gravendijkwal,Oude Westen,3014 EH,Rotterdam,1250.0,50.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1324788/s-gravendijkwal/,14-11-2022,Per direct,Appartement,2021.0,Nee,2022-11-20,Inactive
Rotterdamsedijk,Rotterdamsedijk,3112 BT,Schiedam,1395.0,73.0,5.0,Gemeubileerd,https://www.huurwoningen.nl/huren/schiedam/1324782/rotterdamsedijk/,14-11-2022,Per direct,Appartement,,Nee,2022-11-20,Inactive
Roetersstraat,Weesperbuurt/Plantage,1018 WC,Amsterdam,2250.0,55.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1324780/roetersstraat/,14-11-2022,Per 23-12-2022,Appartement,,Nee,2022-11-20,Inactive
Prins Bernhardlaan,Van Zeggelenbuurt,2032 ZE,Haarlem,2595.0,118.0,4.0,,https://www.huurwoningen.nl/huren/haarlem/1324774/prins-bernhardlaan/,14-11-2022,Per 09-01-2023,Appartement,2011.0,Nee,2022-11-20,Inactive
Ananasstraat,Haag Vruchtenbuurt,2564 SP,Den Haag,1400.0,88.0,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/den-haag/1324770/ananasstraat/,14-11-2022,Per direct,Appartement,,Nee,2022-11-20,Inactive
Trompstraat,Trouwlaan,5021 VL,Tilburg,1310.0,93.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/tilburg/1324763/trompstraat/,14-11-2022,Per 01-02-2023,Appartement,,Nee,2022-11-20,Inactive
Glazeniersdreef,Belfort,6216 NV,Maastricht,975.0,82.0,3.0,Kaal,https://www.huurwoningen.nl/huren/maastricht/1314039/glazeniersdreef/,14-11-2022,Per 01-12-2022,Appartement,1964.0,Nee,2022-11-20,Inactive
Rijksstraatweg,Beek-Oost,6573 CZ,Beek,1500.0,99.0,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/beek-berg-en-dal/1324757/rijksstraatweg/,14-11-2022,Per direct,Huis,1910.0,Ja,2022-11-20,Inactive
Barbaraplaats,Bosch Binnenstad-Centrum,5211 SK,Den Bosch,1240.0,106.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-bosch/1324745/barbaraplaats/,14-11-2022,Per 01-01-2023,Appartement,2021.0,Ja,2022-11-20,Inactive
van Coothplein,Chassé,4811 NC,Breda,1095.0,42.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/breda/1324744/van-coothplein/,14-11-2022,Per 01-01-2023,Appartement,,Nee,2022-11-20,Inactive
Pieter de Koninghof,Oostpolder,3356 EJ,Papendrecht,1750.0,124.0,5.0,Gemeubileerd,https://www.huurwoningen.nl/huren/papendrecht/1324739/pieter-de-koninghof/,14-11-2022,Per direct,Huis,2003.0,Nee,2022-11-20,Inactive
Zambesidreef,Zambesidreef en omgeving,3564 CB,Utrecht,1230.0,88.0,3.0,Kaal,https://www.huurwoningen.nl/huren/utrecht/1324713/zambesidreef/,14-11-2022,Per direct,Appartement,,Nee,2022-11-20,Inactive
Ringdijk,Frankendael,1097 AB,Amsterdam,2250.0,90.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1324704/ringdijk/,14-11-2022,Per 27-12-2022,Appartement,1886.0,Ja,2022-11-20,Inactive
De Heemstraat,Haag Schildersbuurt-West,2525 EP,Den Haag,1200.0,60.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1324687/de-heemstraat/,14-11-2022,Per direct,Appartement,1905.0,Ja,2022-11-20,Inactive
Hertog Hendrik van Brabantplein,Rochusbuurt,5611 PE,Eindhoven,1250.0,60.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/eindhoven/1324671/hertog-hendrik-van-brabantplein/,14-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Berkenlaan,Langenoord,3828 BS,Hoogland,995.0,69.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/hoogland/1324667/berkenlaan/,14-11-2022,Per 01-01-2023,Appartement,1968.0,Nee,2022-11-20,Inactive
Nieuwstraat,Binnenstad,7311 BR,Apeldoorn,945.0,83.0,3.0,Kaal,https://www.huurwoningen.nl/huren/apeldoorn/1324666/nieuwstraat/,14-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Inactive
Tuinstraat,Binnenstad,7311 HD,Apeldoorn,700.0,49.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/apeldoorn/1324664/tuinstraat/,14-11-2022,Per 01-01-2023,Appartement,,Ja,2022-11-20,Inactive
Lange Voorhout,Haag Voorhout,2514 EC,Den Haag,1600.0,55.0,2.0,,https://www.huurwoningen.nl/huren/den-haag/1324651/lange-voorhout/,14-11-2022,Per 01-12-2022,Appartement,1900.0,Nee,2022-11-20,Inactive
Eemweg,Schoonoordpark,3742 LB,Baarn,985.0,40.0,,,https://www.huurwoningen.nl/huren/baarn/1324648/eemweg/,14-11-2022,Per 01-01-2023,Appartement,,Nee,2022-11-20,Inactive
Schoutenstraat,Winkelcentrum,6826 MB,Arnhem,745.0,52.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/arnhem/1324644/schoutenstraat/,14-11-2022,Per 05-12-2022,Appartement,1965.0,Nee,2022-11-20,Inactive
Spaarndamseweg,De Goede Hoop,2021 KB,Haarlem,1500.0,45.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/haarlem/1324636/spaarndamseweg/,14-11-2022,Per 29-11-2022,Appartement,,Nee,2022-11-20,Inactive
Kolperstraat,Bosch Binnenstad-Centrum,5211 KC,Den Bosch,995.0,47.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-bosch/1324614/kolperstraat/,14-11-2022,Per 01-12-2022,Studio,1706.0,Nee,2022-11-20,Inactive
Capucijnenstraat,Statenkwartier,6211 RR,Maastricht,795.0,60.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/maastricht/1324602/capucijnenstraat/,14-11-2022,Per 01-12-2022,Huis,,Ja,2022-11-20,Inactive
Poortugaalstraat,Oosterheem-Noord-Oost,2729 HA,Zoetermeer,1995.0,135.0,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/zoetermeer/1324593/poortugaalstraat/,13-11-2022,Per direct,Huis,2004.0,Ja,2022-11-20,Inactive
Warmoesstraat,Burgwallen-Oude Zijde,1012 JD,Amsterdam,1975.0,72.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1324581/warmoesstraat/,13-11-2022,Per direct,Appartement,2015.0,Nee,2022-11-20,Inactive
Mijnsherenlaan,Tarwewijk,3081 CL,Rotterdam,1195.0,88.0,5.0,,https://www.huurwoningen.nl/huren/rotterdam/1324511/mijnsherenlaan/,11-11-2022,Per direct,Appartement,1939.0,Nee,2022-11-20,Inactive
Kievitstraat,Belcrum,4815 GB,Breda,1500.0,112.0,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/breda/1324483/kievitstraat/,11-11-2022,Per 01-12-2022,Huis,1938.0,Ja,2022-11-20,Inactive
Eerste Boerhaavestraat,Weesperzijde,1091 SB,Amsterdam,2100.0,85.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1324465/eerste-boerhaavestraat/,11-11-2022,Per 01-12-2022,Appartement,1880.0,Nee,2022-11-20,Inactive
Jan Steenstraat,Kostverloren,9718 LS,Groningen,1495.0,106.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/groningen/1324461/jan-steenstraat/,11-11-2022,Per 01-01-2023,Appartement,,Ja,2022-11-20,Inactive
Oude Herengracht,Havenwijk-Noord,2312 LN,Leiden,1500.0,65.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/leiden/1324459/oude-herengracht/,11-11-2022,Per 01-01-2023,Appartement,1881.0,Nee,2022-11-20,Inactive
Hofstraat,Centrum,7411 PD,Deventer,1450.0,78.0,2.0,Kaal,https://www.huurwoningen.nl/huren/deventer/1324453/hofstraat/,11-11-2022,Per 01-01-2023,Appartement,,Nee,2022-11-20,Inactive
Prinsengracht,Grachtengordel-Zuid,1017 KA,Amsterdam,1850.0,48.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1324448/prinsengracht/,11-11-2022,Per 01-12-2022,Appartement,1800.0,Nee,2022-11-20,Inactive
Krom Boomssloot,Nieuwmarkt/Lastage,1011 GS,Amsterdam,2150.0,88.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1324421/krom-boomssloot/,11-11-2022,Per 02-01-2023,Appartement,1723.0,Nee,2022-11-20,Inactive
Lucellestraat,Landlust,1055 HV,Amsterdam,1700.0,56.0,3.0,,https://www.huurwoningen.nl/huren/amsterdam/1324418/lucellestraat/,11-11-2022,Per 02-01-2023,Appartement,1941.0,Nee,2022-11-20,Inactive
Kleine Overstraat,Centrum,7411 JH,Deventer,1095.0,74.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/deventer/1324411/kleine-overstraat/,11-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
H. Stolleplantsoen,Elzenhagen,1022 KK,Amsterdam,1975.0,100.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1324398/h-stolleplantsoen/,11-11-2022,Per 03-12-2022,Huis,2011.0,Nee,2022-11-20,Inactive
Domstraat,"Domplein, Neude, Janskerkhof",3512 JB,Utrecht,1625.0,70.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/utrecht/1324397/domstraat/,11-11-2022,Per direct,Appartement,,Ja,2022-11-20,Inactive
Schuitenberg,Binnenstad,6041 JH,Roermond,795.0,35.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/roermond/1324396/schuitenberg/,11-11-2022,Per 08-12-2022,Appartement,2021.0,Ja,2022-11-20,Inactive
Lepelaarsingel,Carnisse,3083 KG,Rotterdam,845.0,52.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1324387/lepelaarsingel/,11-11-2022,Per direct,Appartement,1947.0,Nee,2022-11-20,Inactive
Heymansstraat,Lombardijen,3076 CD,Rotterdam,995.0,70.0,4.0,,https://www.huurwoningen.nl/huren/rotterdam/1324386/heymansstraat/,11-11-2022,Per direct,Appartement,1966.0,Nee,2022-11-20,Inactive
Jacob van Akenstraat,Het Lage Land,3067 JR,Rotterdam,900.0,42.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1324385/jacob-van-akenstraat/,11-11-2022,Per direct,Appartement,1966.0,Nee,2022-11-20,Inactive
Burgemeester Jhr. Quarles van Uffordlaan,Welgelegen,7321 ZW,Apeldoorn,1350.0,93.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/apeldoorn/1324384/burgemeester-jhr-quarles-van-uffordlaan/,11-11-2022,Per 01-01-2023,Appartement,2006.0,Nee,2022-11-20,Inactive
Willemsweg,Nije Veld,6531 DM,Nijmegen,869.0,25.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/nijmegen/1324380/willemsweg/,11-11-2022,Per direct,Appartement,1905.0,Nee,2022-11-20,Inactive
Willemsweg,Nije Veld,6531 DM,Nijmegen,975.0,30.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/nijmegen/1324379/willemsweg/,11-11-2022,Per direct,Appartement,1905.0,Nee,2022-11-20,Inactive
Hoefstraat,Levendaal-West,2311 PT,Leiden,1400.0,65.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/leiden/1324373/hoefstraat/,11-11-2022,Per direct,Appartement,,Nee,2022-11-20,Inactive
Dirk Hartogstraat,Heuvel,4812 GE,Breda,1200.0,75.0,3.0,,https://www.huurwoningen.nl/huren/breda/1324361/dirk-hartogstraat/,11-11-2022,Per 06-12-2022,Appartement,2011.0,Ja,2022-11-20,Inactive
Cartier van Disselstraat,Ginneken,4835 KP,Breda,1050.0,62.0,2.0,,https://www.huurwoningen.nl/huren/breda/1324360/cartier-van-disselstraat/,11-11-2022,Per 01-12-2022,Appartement,1953.0,Ja,2022-11-20,Inactive
Houtmarkt,City,4811 JR,Breda,1250.0,60.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/breda/1324359/houtmarkt/,11-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Inactive
Schinkelkade,Schinkelbuurt,1075 VG,Amsterdam,2500.0,51.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1324220/schinkelkade/,11-11-2022,Per 01-02-2023,Appartement,,Nee,2022-11-20,Inactive
Bestevâerstraat,Landlust,1055 TM,Amsterdam,1675.0,44.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amsterdam/1324346/bestevaerstraat/,11-11-2022,Per direct,Appartement,,Nee,2022-11-20,Inactive
Tudderenderweg,Stadbroek,6137 CA,Sittard,724.0,95.0,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/sittard/1324342/tudderenderweg/,11-11-2022,Per 01-01-2023,Huis,1958.0,Nee,2022-11-20,Inactive
Schoolstraat,Spijkerbuurt,6828 GT,Arnhem,875.0,40.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/arnhem/1324337/schoolstraat/,11-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Inactive
Erve Odinck,Marslanden,7773 DG,Hardenberg,1150.0,115.0,5.0,Kaal,https://www.huurwoningen.nl/huren/hardenberg/1324334/erve-odinck/,11-11-2022,Per 01-12-2022,Huis,,Nee,2022-11-20,Inactive
Zwolseweg,Noorderplein,7412 AN,Deventer,1025.0,95.0,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/deventer/1324333/zwolseweg/,11-11-2022,Per 09-12-2022,Appartement,1950.0,Ja,2022-11-20,Inactive
Rijksstraatweg,Rijksstraatweg en omgeving,3222 KB,Hellevoetsluis,1250.0,45.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/hellevoetsluis/1324330/rijksstraatweg/,,,,,,2022-11-20,Inactive
